# Simulated random data file for batch processing
# timestamp: 2022-04-10 14:27:47
# JAH
# ------------------------

"var_x","var_y"
0.149949291488156,0.00711072166450322
0.340350304031745,0.326643067644909
0.401264582993463,0.841615483863279
0.237556308507919,0.380598939256743
0.0260060376022011,0.41886707348749
0.854818486375734,0.173000003909692
0.00230026338249445,0.944810261717066
0.419794008834288,0.99302218016237
0.246488770004362,0.883536744862795
0.0854579601436853,0.676940966630355
0.206295560346916,0.449179348070174
0.586496942909434,0.193381007295102
0.80130785680376,0.330444802995771
0.939947010716423,0.323507819557562
0.35716745769605,0.872797820717096
0.97727480600588,0.782068685861304
0.439122493378818,0.0399239338003099
0.65848827874288,0.0694001468364149
0.50311146187596,0.0822562652174383
0.211314699379727,0.798938542371616
0.998212109552696,0.440023171482608
0.962059700395912,0.39681428601034
0.0260617278981954,0.00801338395103812
0.0737566568423063,0.587417826754972
0.293382938951254,0.462549932068214
0.250119070289657,0.439375387970358
0.74521772004664,0.6096497180406
0.929735352285206,0.340526996180415
0.714581402484328,0.357294784393162
0.316473265644163,0.666533567011356
0.756354679120705,0.263730755541474
0.51238690991886,0.59555370779708
0.350895608775318,0.931246794760227
0.0146066120360047,0.358751939143986
0.265702317701653,0.92873913468793
0.595889878924936,0.192343632457778
0.807436543982476,0.989046584581956
0.121765804244205,0.432122070575133
0.929170221555978,0.443851588992402
0.646926259156317,0.347495321650058
0.0162434205412865,0.435685266274959
0.755318852839991,0.623982306802645
0.773802017327398,0.0571653123479337
0.0485103651881218,0.902074774261564
0.391046475619078,0.642524445662275
0.99744366412051,0.607553278561682
0.713778032921255,0.146607944509014
0.430854364763945,0.135460619349033
0.798644590890035,0.148100714432076
0.58951763715595,0.217829387634993
0.24678778485395,0.871786470524967
0.149465776747093,0.662999656284228
0.146833794657141,0.369662142824382
0.707360556116328,0.950935102533549
0.247562142554671,0.884189700474963
0.775822137715295,0.542256685672328
0.618285701842979,0.426580138970166
0.526852808892727,0.0897973314858973
0.189611908979714,0.833945992402732
0.92843092023395,0.88594734435901
0.27337110764347,0.0416062320582569
0.251283108955249,0.778879984747618
0.144679923774675,0.337233635829762
0.571267003659159,0.106197955785319
0.673829195089638,0.589142140001059
0.771459931507707,0.563312412938103
0.82035994133912,0.775700190803036
0.424204756505787,0.368881064699963
0.436061019776389,0.0904239432420582
0.604975257301703,0.0546609109733254
0.772404096554965,0.47446009865962
0.0260200062766671,0.489443496800959
0.77052861917764,0.751237416639924
0.577977102249861,0.415979675715789
0.57405135827139,0.957265285076573
0.404817772330716,0.311682948609814
0.897417039144784,0.586752148112282
0.00598206161521375,0.681733145611361
0.554231542861089,0.642404491547495
0.87106503220275,0.00596819911152124
0.444610667880625,0.452203914057463
0.747779686469585,0.571018954971805
0.375046142144129,0.52850537118502
0.765375823713839,0.737336094258353
0.721017619362101,0.0301321765873581
0.431091464357451,0.393811421468854
0.527323889313266,0.33365503558889
0.60060183214955,0.159436354413629
0.94417928904295,0.023532216437161
0.963006866862997,0.455225443001837
0.751945873256773,0.787910113343969
0.943650768138468,0.538808754878119
0.431701376801357,0.228491171495989
