# Simulated random data file for batch processing
# timestamp: 2022-04-10 14:27:47
# JAH
# ------------------------

"var_x","var_y"
0.572585141053423,0.592248478671536
0.962209324585274,0.268973776139319
0.78966566408053,0.44616588158533
0.340404443442822,0.326065249741077
0.267941985977814,0.852631293935701
0.578747725114226,0.63727714936249
0.0576839847490191,0.259980064816773
0.749492438975722,0.618131020339206
0.843418561387807,0.596053821966052
0.983020772458985,0.207312747603282
0.525820610113442,0.512102145934477
0.423061623470858,0.477367713814601
0.243063871515915,0.259402337716892
0.0710936519317329,0.0173155057709664
0.978291089879349,0.48755464493297
0.718485351884738,0.043407655088231
0.190333258360624,0.703129419824108
0.610577302286401,0.880436412291601
0.264753214782104,0.337549672229216
0.4058461941313,0.584660345455632
0.653369620908052,0.0598712153732777
0.417680423241109,0.91703123296611
0.603520874399692,0.0808980923611671
0.472860651556402,0.376383332768455
0.68710475647822,0.41422924073413
0.696982175111771,0.71665771282278
0.221875805407763,0.267848323099315
0.434254462830722,0.392549317097291
0.536413105903193,0.611410708166659
0.768247482832521,0.811221755808219
0.302510850830004,0.213861119002104
0.588682265020907,0.918978563277051
0.618884586729109,0.715835027163848
0.878626423887908,0.493079972453415
0.925201838836074,0.685127734439448
0.980034888489172,0.817566431127489
0.95713422074914,0.387470642104745
0.839885342633352,0.956976040499285
0.82332655787468,0.577688872348517
0.814865535590798,0.584145944332704
0.935704054543748,0.637001528404653
0.720696206437424,0.848998443456367
0.288127481704578,0.33882248448208
0.160816975403577,0.685389166465029
0.0511740136425942,0.437687131110579
0.189344266895205,0.264728054637089
0.34974165330641,0.200700825778767
0.224723485531285,0.147836007876322
0.282298393081874,0.199365930398926
0.0186451990157366,0.0769221126101911
0.0158689494710416,0.554241974372417
0.110392428236082,0.543629947816953
0.952414571773261,0.912249091314152
0.573117779567838,0.694979778490961
0.952430564444512,0.950662840856239
0.994580913567916,0.6235530404374
0.773810936138034,0.449148377403617
0.714582054177299,0.922224335838109
0.412780864397064,0.600195273756981
0.117849634028971,0.0592146441340446
0.319079035194591,0.054516771575436
0.610860992223024,0.166278312215582
0.73525493661873,0.392158802133054
0.416556864744052,0.380324811208993
0.284622839652002,0.246560999425128
0.0941408073995262,0.10594946728088
0.286111492197961,0.389122612308711
0.730601979186758,0.388070523971692
0.476519796764478,0.935135259991512
0.922348594525829,0.548936836887151
0.294379117432982,0.183914361521602
0.207803919678554,0.0308287558145821
0.192908903118223,0.660832737572491
0.783994182478637,0.0564698174130172
0.638127482729033,0.867268463363871
0.0392344787251204,0.422002665465698
0.668207922484726,0.409330738475546
0.645638733403757,0.870093804318458
0.130925225326791,0.891377848573029
0.610309365671128,0.340183927444741
0.679787684464827,0.022200002335012
0.187003045342863,0.286055037984625
0.720184285659343,0.357006115373224
0.67308304621838,0.715542645892128
0.764378539519385,0.908177845878527
0.0595218597445637,0.464360741665587
0.113937014713883,0.1679755251389
0.870306441327557,0.130248974077404
0.469479634193704,0.588468086905777
0.426568642491475,0.173545632045716
0.387240478768945,0.623016042402014
0.0210822813678533,0.146858328953385
0.728905184194446,0.379085932159796
0.475645108148456,0.957107929745689
0.920291564660147,0.78430526680313
0.547321493271738,0.544029963202775
0.871713873697445,0.485820460598916
0.510279779322445,0.488064358010888
0.718993004411459,0.532738975249231
0.738047914579511,0.337821351131424
