# Simulated random data file for batch processing
# timestamp: 2022-04-06 13:58:57
# JAH
# ------------------------

"var_x","var_y"
0.323530028108507,0.969450380420312
NA,0.858876598998904
0.160993886878714,NA
0.116441933903843,0.300788309890777
NA,NA
0.860612966353074,0.0446524936705828
0.671085319714621,0.632414813619107
0.275876649888232,0.0384373648557812
NA,NA
0.526762249181047,0.163950854213908
0.364796526031569,0.826561760157347
0.287063383962959,0.982729712501168
0.51760774012655,0.964036957127973
NA,0.189024936174974
0.693228676449507,0.246307719033211
0.0932166869752109,0.577315893024206
0.706251973984763,0.71988391247578
0.472394188866019,NA
0.54555894411169,0.350850208196789
NA,NA
NA,0.975531130097806
0.0604322794824839,NA
0.435268888482824,0.366216145921499
