# Simulated random data file for batch processing
# timestamp: 2022-04-10 14:27:47
# JAH
# ------------------------

"var_x","var_y"
0.0868453159928322,0.679688213393092
0.601117671933025,0.136112680425867
0.0246314969845116,0.532969765132293
0.281253987457603,0.396623350679874
0.628639377187937,0.0285183577798307
0.359510336769745,0.243980101775378
0.0124053945764899,0.667207576334476
0.129620883380994,0.40206487593241
0.930156070739031,0.725583355640993
0.00649961084127426,0.853643134003505
0.617267182795331,0.264217972988263
0.147133978782222,0.985613816184923
0.1840234848205,0.0507651802618057
0.413351631956175,0.836684193462133
0.374679108848795,0.00729133025743067
0.789684759452939,0.604190340032801
0.153693481581286,0.337244425434619
0.343800260918215,0.82287891022861
0.262758494820446,0.567789371358231
0.789351155981421,0.337372640613467
0.261287842644379,0.359848062274978
0.460008703870699,0.79403056553565
0.385305386036634,0.949385237181559
0.834060852183029,0.299595691729337
0.754431689158082,0.503961692098528
0.761530505493283,0.98956716619432
0.0593068837188184,0.383305666502565
0.506098774727434,0.701907882932574
0.682196363108233,0.247665670001879
0.797040941892192,0.297993590822443
0.224976206663996,0.59997717756778
0.216491904575378,0.446371032157913
0.298180143116042,0.560375263914466
0.0173360672779381,0.34601243538782
0.0359633648768067,0.835581338498741
0.510546916397288,0.499509470537305
0.952689110534266,0.832909946097061
0.118438267149031,0.446136521175504
0.716318658320233,0.228936112951487
0.935450165066868,0.404835350578651
0.976793280337006,0.0423962459899485
0.135924833826721,0.964349428890273
0.245050915516913,0.366952588781714
0.111713390564546,0.0702742238063365
0.330856358399615,0.266734095290303
0.616218528477475,0.542416887823492
0.407167362980545,0.204186649061739
0.343113399110734,0.592140645021573
0.439970412524417,0.1416058561299
0.196569825755432,0.687035251408815
0.47895242460072,0.53469059150666
0.834265867713839,0.0412555334623903
0.523080660495907,0.202843613922596
0.0443652307149023,0.724671566858888
0.679964835755527,0.765705967787653
0.591197848785669,0.676922880113125
0.829104642616585,0.186389398993924
0.931103193201125,0.167260865215212
0.818944317288697,0.691818677820265
0.256715383613482,0.0845083154272288
0.677224498707801,0.340936669614166
0.102587040979415,0.517687500454485
0.580917559098452,0.0861941257026047
0.735029715811834,0.156710027484223
0.605464012594894,0.0811792572494596
0.547039522556588,0.509811858413741
0.514743036357686,0.596328952815384
0.860324431443587,0.927909733029082
0.653797009028494,0.638669836567715
0.853516136296093,0.765049002598971
0.257223446387798,0.128166234586388
0.107939742039889,0.512305401731282
0.315234460867941,0.239190294174477
0.189728934084997,0.63723386800848
0.436731561785564,0.344539279816672
0.778794254176319,0.682925934670493
0.354553989833221,0.413726082071662
0.913044892251492,0.476323836483061
0.568470456404611,0.236242210492492
0.221511725336313,0.824938397854567
0.203355914214626,0.711652278900146
0.258683081017807,0.928471994586289
0.205991825321689,0.469014570349827
0.354938186472282,0.997372364159673
