# Simulated random data file for batch processing
# timestamp: 2022-04-06 13:58:57
# JAH
# ------------------------

"var_x","var_y"
0.721635536290705,NA
0.99083135323599,0.805244344286621
0.809041389496997,0.281465925974771
0.0766749072354287,0.543543797219172
NA,0.602453324012458
0.457846394041553,0.123494787141681
0.0213227551430464,0.853902738075703
0.378189275506884,0.0468143199104816
0.212718811351806,0.999059846624732
0.963335528736934,0.42405993398279
0.326540545327589,0.983483184827492
NA,0.565282821189612
0.917876412160695,0.00149314245209098
0.808821300510317,0.0687005950603634
0.0810837622266263,NA
0.538949207635596,0.480206588748842
0.201344299130142,0.206965832039714
0.65663096611388,0.988477574894205
